Date,Open,High,Low,Close,Volume
2018-06-27,2480,2530,2440,2490,19026
2018-06-28,2480,2520,2460,2500,16975
2018-06-29,2500,2510,2490,2500,23345
2018-07-02,2490,2520,2480,2500,52785
2018-07-03,2490,2530,2470,2510,37872
2018-07-04,2500,2530,2490,2510,23739
2018-07-05,2510,2530,2480,2510,62505
2018-07-06,2510,2540,2500,2520,164529
2018-07-09,2540,2560,2520,2530,9706
2018-07-10,2510,2550,2500,2530,47107
2018-07-11,2530,2570,2510,2540,28961
2018-07-12,2550,2570,2530,2550,36371
2018-07-13,2550,2580,2530,2550,28258
2018-07-16,2550,2580,2520,2540,63173
2018-07-17,2530,2570,2510,2550,20665
2018-07-18,2560,2570,2540,2550,32545
2018-07-19,2540,2580,2520,2560,68445
2018-07-20,2550,2580,2540,2560,69889
2018-07-23,2560,2570,2550,2560,49396
2018-07-24,2560,2590,2530,2560,34159
2018-07-25,2570,2590,2540,2560,48059
2018-07-26,2560,2600,2540,2570,126409
2018-07-27,2550,2590,2540,2570,36988
2018-07-30,2590,2600,2560,2570,19467
2018-07-31,2580,2590,2560,2570,11575
2018-08-01,2580,2610,2550,2570,33534
2018-08-02,2590,2620,2540,2570,63958
2018-08-03,2560,2600,2530,2570,52906
2018-08-06,2580,2610,2560,2580,19406
2018-08-07,2570,2590,2560,2580,36944
2018-08-08,2590,2600,2570,2580,53306
2018-08-09,2590,2620,2560,2580,129532
2018-08-10,2590,2620,2560,2580,51006
2018-08-13,2570,2600,2560,2580,27820
2018-08-14,2580,2600,2570,2590,71572
2018-08-15,2590,2610,2580,2590,27701
2018-08-16,2580,2620,2560,2590,9137
2018-08-17,2590,2610,2580,2590,60136
2018-08-20,2580,2610,2560,2590,29649
2018-08-21,2590,2610,2570,2590,28561
2018-08-22,2580,2630,2550,2590,33273
2018-08-23,2590,2620,2570,2590,11119
2018-08-24,2560,2620,2530,2590,33626
2018-08-27,2570,2600,2560,2590,39411
2018-08-28,2600,2630,2570,2590,11489
2018-08-29,2600,2630,2560,2590,18693
2018-08-30,2590,2600,2570,2590,61941
2018-08-31,2600,2610,2580,2590,25929
2018-09-03,2600,2620,2570,2590,19972
2018-09-04,2610,2630,2580,2590,106782
2018-09-05,2560,2620,2530,2590,51584
2018-09-06,2600,2610,2590,2590,43246
2018-09-07,2580,2620,2560,2590,21123
2018-09-10,2560,2620,2540,2590,28067
2018-09-11,2590,2610,2570,2590,62883
2018-09-12,2590,2610,2550,2580,29017
2018-09-13,2580,2590,2580,2580,50913
2018-09-14,2570,2610,2540,2580,24963
2018-09-17,2580,2610,2560,2580,9430
2018-09-18,2580,2590,2560,2570,104875
2018-09-19,2590,2610,2550,2570,61952
2018-09-20,2580,2600,2540,2560,128025
2018-09-21,2570,2590,2540,2550,63907
2018-09-24,2550,2550,2550,2550,36046
2018-09-25,2550,2560,2540,2550,21907
2018-09-26,2570,2590,2520,2540,22558
2018-09-27,2540,2580,2510,2540,31184
2018-09-28,2540,2550,2530,2540,91505
2018-10-01,2540,2550,2520,2530,20800
2018-10-02,2530,2540,2510,2520,38466
2018-10-03,2490,2540,2470,2520,23263
2018-10-04,2510,2530,2500,2520,155183
2018-10-05,2510,2550,2480,2520,55790
2018-10-08,2520,2530,2510,2520,33270
2018-10-09,2520,2560,2490,2520,47451
2018-10-10,2500,2550,2480,2520,114178
2018-10-11,2530,2540,2500,2510,86355
2018-10-12,2500,2530,2480,2510,45537
2018-10-15,2500,2540,2470,2510,24695
2018-10-16,2510,2530,2490,2510,14602
2018-10-17,2510,2520,2490,2500,114645
2018-10-18,2480,2520,2460,2500,29776
2018-10-19,2520,2530,2490,2500,18201
2018-10-22,2480,2520,2470,2500,8718
2018-10-23,2510,2550,2460,2500,18731
2018-10-24,2490,2510,2470,2490,30164
2018-10-25,2480,2510,2460,2490,16427
2018-10-26,2490,2530,2460,2490,23086
2018-10-29,2490,2510,2470,2480,75119
2018-10-30,2480,2500,2470,2480,15249
2018-10-31,2490,2520,2460,2480,21362
2018-11-01,2480,2500,2470,2480,44955
2018-11-02,2480,2490,2460,2470,75198
2018-11-05,2460,2490,2450,2480,38772
2018-11-06,2480,2490,2460,2470,13120
2018-11-07,2480,2500,2450,2470,41997
2018-11-08,2480,2510,2440,2470,15117
2018-11-09,2480,2510,2450,2470,11452
2018-11-12,2480,2490,2460,2470,53110
2018-11-13,2460,2500,2440,2480,53263
2018-11-14,2480,2490,2470,2470,77935
2018-11-15,2470,2510,2430,2470,39764
2018-11-16,2470,2500,2450,2470,38424
2018-11-19,2470,2490,2460,2470,28858
2018-11-20,2470,2490,2450,2470,38505
2018-11-21,2470,2500,2440,2470,33717
2018-11-22,2490,2490,2460,2470,46815
2018-11-23,2460,2490,2450,2470,161589
2018-11-26,2480,2500,2450,2470,47853
2018-11-27,2470,2500,2440,2460,16414
2018-11-28,2450,2490,2420,2460,107208
2018-11-29,2450,2510,2420,2470,62136
2018-11-30,2480,2500,2450,2470,71363
2018-12-03,2490,2520,2450,2470,50815
2018-12-04,2480,2480,2470,2470,17988
2018-12-05,2470,2490,2450,2470,13884
2018-12-06,2480,2480,2460,2470,38422
2018-12-07,2480,2500,2460,2470,24072
2018-12-10,2470,2500,2450,2470,35965
2018-12-11,2490,2520,2450,2480,44853
2018-12-12,2480,2490,2460,2480,27040
2018-12-13,2490,2490,2470,2480,55760
2018-12-14,2500,2500,2480,2480,18341
2018-12-17,2470,2490,2460,2480,50193
2018-12-18,2480,2500,2460,2480,9113
2018-12-19,2490,2510,2460,2480,19676
2018-12-20,2480,2510,2460,2490,55288
2018-12-21,2490,2520,2460,2490,27897
2018-12-24,2510,2540,2470,2500,20242
2018-12-25,2520,2540,2480,2500,86627
2018-12-26,2500,2520,2480,2500,10705
2018-12-27,2510,2510,2500,2500,69075
2018-12-28,2490,2530,2480,2500,35451
2018-12-31,2500,2540,2480,2510,111890
2019-01-01,2520,2530,2500,2510,24642
2019-01-02,2510,2520,2500,2510,263880
2019-01-03,2530,2560,2490,2510,86477
2019-01-04,2510,2530,2500,2520,25723
2019-01-07,2500,2540,2480,2520,66652
2019-01-08,2520,2560,2490,2530,41674
2019-01-09,2520,2550,2510,2530,10435
2019-01-10,2510,2580,2480,2540,48773
2019-01-11,2550,2570,2520,2540,38864
2019-01-14,2540,2580,2490,2540,42835
2019-01-15,2550,2570,2540,2550,112250
2019-01-16,2560,2580,2540,2550,83831
2019-01-17,2560,2590,2530,2550,101075
2019-01-18,2540,2570,2530,2550,15505
2019-01-21,2560,2570,2550,2560,34176
2019-01-22,2560,2570,2560,2560,39878
2019-01-23,2550,2600,2520,2570,28830
2019-01-24,2550,2600,2530,2570,16582
2019-01-25,2560,2600,2530,2560,83586
2019-01-28,2560,2590,2540,2560,80212
2019-01-29,2570,2580,2570,2570,86643
2019-01-30,2570,2600,2550,2570,39453
2019-01-31,2570,2580,2550,2570,83305
2019-02-01,2560,2610,2520,2570,16961
2019-02-04,2580,2590,2560,2570,26652
2019-02-05,2560,2600,2540,2580,74384
2019-02-06,2610,2630,2560,2580,48173
2019-02-07,2580,2600,2570,2580,19498
2019-02-08,2580,2610,2550,2590,54827
2019-02-11,2590,2630,2550,2580,77439
2019-02-12,2590,2600,2580,2590,58857
2019-02-13,2580,2610,2560,2590,69951
2019-02-14,2590,2620,2560,2590,48997
2019-02-15,2580,2610,2560,2580,26689
2019-02-18,2600,2630,2550,2580,42921
2019-02-19,2580,2600,2560,2580,61031
2019-02-20,2560,2590,2550,2580,111255
2019-02-21,2590,2620,2550,2580,4145
2019-02-22,2570,2600,2550,2570,44817
2019-02-25,2590,2610,2560,2580,20051
2019-02-26,2580,2590,2570,2580,76551
2019-02-27,2580,2610,2550,2570,43925
2019-02-28,2560,2610,2530,2570,115336
2019-03-01,2570,2590,2550,2570,15622
2019-03-04,2560,2580,2550,2570,50516
2019-03-05,2550,2590,2520,2560,22296
2019-03-06,2550,2590,2520,2560,22203
2019-03-07,2560,2580,2540,2560,14978
2019-03-08,2550,2590,2520,2560,69247
2019-03-11,2560,2580,2540,2560,25516
2019-03-12,2560,2590,2520,2560,20856
2019-03-13,2560,2570,2540,2550,41667
2019-03-14,2540,2590,2520,2550,111210
2019-03-15,2540,2580,2520,2550,36612
2019-03-18,2560,2580,2520,2540,27540
2019-03-19,2530,2570,2500,2540,82256
2019-03-20,2550,2570,2520,2540,75439
2019-03-21,2530,2540,2530,2530,23899
2019-03-22,2530,2550,2510,2530,40141
2019-03-25,2510,2540,2490,2520,117627
2019-03-26,2530,2560,2500,2520,50576
2019-03-27,2510,2550,2480,2520,62310
2019-03-28,2550,2580,2490,2510,8854
2019-03-29,2520,2550,2490,2510,61843
2019-04-01,2520,2540,2480,2500,24757
2019-04-02,2500,2520,2480,2500,21988
2019-04-03,2500,2510,2490,2500,132007
2019-04-04,2490,2540,2450,2500,37246
2019-04-05,2500,2520,2480,2500,16390
2019-04-08,2510,2510,2490,2490,14785
2019-04-09,2500,2530,2470,2490,27476
2019-04-10,2490,2510,2470,2490,44343
2019-04-11,2470,2510,2450,2480,67567
2019-04-12,2500,2510,2460,2470,46842
2019-04-15,2470,2480,2460,2470,28639
2019-04-16,2470,2490,2450,2470,61204
2019-04-17,2490,2500,2460,2470,27856
2019-04-18,2470,2480,2460,2470,15012
2019-04-19,2480,2480,2460,2460,21151
2019-04-22,2460,2490,2440,2460,13523
2019-04-23,2460,2480,2420,2450,99176
2019-04-24,2460,2490,2430,2450,52822
2019-04-25,2440,2460,2430,2450,5840
2019-04-26,2430,2460,2430,2450,24485
2019-04-29,2450,2460,2440,2450,11449
2019-04-30,2440,2470,2420,2450,58422
2019-05-01,2450,2480,2420,2440,177562
2019-05-02,2440,2470,2420,2440,44543
2019-05-03,2440,2440,2440,2440,257532
2019-05-06,2450,2480,2420,2440,17469
2019-05-07,2450,2470,2430,2440,125719
2019-05-08,2450,2460,2430,2440,19055
2019-05-09,2440,2480,2410,2450,69544
2019-05-10,2440,2450,2430,2440,19861
2019-05-13,2440,2440,2430,2440,11076
2019-05-14,2460,2480,2420,2440,25195
2019-05-15,2410,2450,2400,2440,7030
2019-05-16,2430,2460,2410,2440,5666
2019-05-17,2420,2450,2400,2430,29153
2019-05-20,2420,2440,2400,2430,129924
2019-05-21,2430,2450,2410,2430,14779
2019-05-22,2430,2450,2410,2430,15191
2019-05-23,2450,2480,2410,2430,52642
2019-05-24,2430,2440,2410,2420,11504
2019-05-27,2410,2440,2390,2420,72001
2019-05-28,2410,2430,2400,2420,23168
2019-05-29,2400,2440,2380,2420,15957
2019-05-30,2440,2480,2390,2420,45358
2019-05-31,2430,2450,2400,2420,9713
2019-06-03,2430,2460,2390,2420,57319
2019-06-04,2420,2450,2410,2430,18161
2019-06-05,2420,2450,2400,2430,126772
2019-06-06,2420,2430,2420,2430,106513
2019-06-07,2440,2470,2410,2440,57931
2019-06-10,2440,2470,2410,2440,38884
2019-06-11,2440,2460,2430,2440,12055
2019-06-12,2470,2480,2430,2440,98123
2019-06-13,2460,2460,2450,2450,113318
2019-06-14,2450,2480,2420,2460,32967
2019-06-17,2460,2490,2430,2460,38615
2019-06-18,2470,2490,2440,2460,28338
2019-06-19,2460,2500,2430,2460,52655
2019-06-20,2470,2490,2450,2470,5217
2019-06-21,2470,2470,2470,2470,26656
2019-06-24,2470,2510,2440,2470,14971
2019-06-25,2460,2490,2440,2470,14056
2019-06-26,2500,2520,2460,2480,33274
2019-06-27,2470,2490,2470,2480,129362
2019-06-28,2490,2500,2480,2480,20851
2019-07-01,2490,2500,2470,2480,22374
2019-07-02,2490,2500,2470,2480,26837
2019-07-03,2480,2500,2470,2490,31570
2019-07-04,2490,2520,2460,2490,35341
2019-07-05,2500,2520,2490,2500,52709
2019-07-08,2480,2540,2440,2500,12901
2019-07-09,2510,2530,2490,2510,25412
2019-07-10,2510,2540,2480,2510,9005
2019-07-11,2510,2530,2490,2510,54639
2019-07-12,2520,2540,2490,2510,84426
2019-07-15,2510,2520,2500,2510,72651
2019-07-16,2520,2540,2500,2510,31501
2019-07-17,2510,2570,2470,2520,20103
2019-07-18,2520,2550,2510,2530,13282
2019-07-19,2540,2580,2490,2520,42303
2019-07-22,2510,2550,2490,2520,92238
2019-07-23,2520,2540,2500,2520,42083
2019-07-24,2530,2550,2520,2530,12067
2019-07-25,2530,2580,2500,2530,24171
2019-07-26,2520,2540,2520,2530,33703
2019-07-29,2530,2550,2510,2530,23380
2019-07-30,2540,2550,2530,2540,22735
2019-07-31,2550,2570,2520,2540,22737
2019-08-01,2550,2570,2530,2540,19533
2019-08-02,2530,2570,2510,2540,23995
2019-08-05,2530,2560,2510,2540,5231
2019-08-06,2530,2580,2500,2540,19413
2019-08-07,2540,2550,2530,2540,35328
2019-08-08,2540,2570,2510,2540,23363
2019-08-09,2540,2560,2530,2550,91577
2019-08-12,2570,2590,2530,2540,13373
2019-08-13,2540,2570,2510,2540,55514
2019-08-14,2530,2560,2510,2540,71980
2019-08-15,2550,2560,2540,2550,11951
2019-08-16,2550,2560,2540,2550,23311
2019-08-19,2540,2550,2530,2540,113020
2019-08-20,2530,2590,2490,2540,45141
2019-08-21,2540,2550,2530,2540,16474
2019-08-22,2560,2590,2500,2540,44981
2019-08-23,2540,2560,2520,2540,65879
2019-08-26,2560,2580,2520,2540,24569
2019-08-27,2510,2560,2500,2540,81574
2019-08-28,2550,2560,2530,2540,25522
2019-08-29,2530,2560,2520,2540,42295
2019-08-30,2520,2570,2490,2540,81902
2019-09-02,2540,2550,2530,2540,35761
2019-09-03,2530,2570,2500,2540,24176
2019-09-04,2540,2550,2520,2540,23436
2019-09-05,2540,2560,2520,2540,49077
2019-09-06,2550,2590,2520,2540,8007
2019-09-09,2540,2570,2520,2540,48393
2019-09-10,2540,2550,2540,2540,62508
2019-09-11,2540,2560,2510,2530,63562
2019-09-12,2550,2570,2500,2530,94160
2019-09-13,2530,2550,2500,2530,89015
2019-09-16,2510,2550,2500,2530,33796
2019-09-17,2530,2550,2510,2530,34482
2019-09-18,2530,2550,2500,2520,62032
2019-09-19,2530,2540,2510,2520,25854
2019-09-20,2550,2560,2500,2510,37291
2019-09-23,2500,2530,2480,2510,49328
2019-09-24,2510,2530,2490,2510,22979
2019-09-25,2490,2540,2470,2510,17888
2019-09-26,2520,2560,2470,2500,7324
2019-09-27,2480,2530,2460,2500,106753
2019-09-30,2530,2570,2470,2500,100357
2019-10-01,2540,2560,2480,2500,11592
2019-10-02,2510,2540,2480,2500,26950
2019-10-03,2500,2530,2470,2490,17838
2019-10-04,2490,2520,2470,2490,11096
2019-10-07,2480,2500,2470,2480,69055
2019-10-08,2510,2520,2470,2480,12019
2019-10-09,2480,2500,2460,2480,16076
2019-10-10,2500,2530,2460,2480,107465
2019-10-11,2470,2500,2460,2480,16458
2019-10-14,2490,2510,2470,2480,63310
2019-10-15,2460,2480,2460,2470,27041
2019-10-16,2470,2500,2440,2460,27638
2019-10-17,2470,2480,2450,2460,44922
2019-10-18,2460,2480,2440,2450,86939
2019-10-21,2460,2490,2420,2450,120203
2019-10-22,2470,2480,2430,2440,42854
2019-10-23,2440,2460,2420,2440,42285
2019-10-24,2450,2460,2440,2440,17041
2019-10-25,2430,2460,2410,2440,32801
2019-10-28,2430,2470,2400,2440,29888
2019-10-29,2450,2460,2430,2440,80961
2019-10-30,2440,2450,2420,2430,37197
2019-10-31,2420,2470,2390,2430,107102
2019-11-01,2440,2450,2420,2430,34080
2019-11-04,2430,2450,2400,2420,98425
2019-11-05,2390,2480,2340,2420,160900
2019-11-06,2410,2440,2400,2420,22637
2019-11-07,2420,2440,2400,2420,69028
2019-11-08,2420,2460,2400,2420,59877
2019-11-11,2410,2440,2390,2420,104022
2019-11-12,2430,2450,2390,2410,13717
2019-11-13,2420,2450,2380,2410,49859
2019-11-14,2410,2420,2400,2410,16945
2019-11-15,2400,2430,2380,2410,91347
2019-11-18,2410,2430,2400,2410,32075
2019-11-19,2400,2440,2380,2410,39545
2019-11-20,2420,2440,2390,2410,54899
2019-11-21,2420,2450,2370,2400,57145
2019-11-22,2380,2430,2360,2400,89382
2019-11-25,2390,2410,2380,2400,48709
2019-11-26,2400,2420,2380,2400,40037
2019-11-27,2410,2420,2390,2400,34361
2019-11-28,2410,2420,2390,2400,98761
2019-11-29,2410,2410,2400,2400,30360
2019-12-02,2400,2420,2390,2400,152227
2019-12-03,2400,2420,2390,2400,37809
2019-12-04,2380,2430,2360,2400,36123
2019-12-05,2370,2420,2350,2400,31013
2019-12-06,2410,2430,2380,2400,48667
2019-12-09,2390,2420,2380,2400,36474
2019-12-10,2390,2420,2370,2400,23126
2019-12-11,2390,2420,2370,2400,18811
2019-12-12,2390,2410,2380,2400,56460
2019-12-13,2400,2410,2390,2400,24546
2019-12-16,2400,2430,2380,2400,161285
2019-12-17,2410,2440,2370,2400,71647
2019-12-18,2370,2440,2340,2410,40221
2019-12-19,2420,2450,2370,2410,13975
2019-12-20,2420,2440,2390,2410,19631
2019-12-23,2410,2440,2390,2410,27412
2019-12-24,2400,2450,2380,2420,29172
2019-12-25,2420,2430,2410,2420,28673
2019-12-26,2410,2450,2390,2420,49739
2019-12-27,2420,2460,2380,2420,47149
2019-12-30,2410,2440,2400,2420,38692
2019-12-31,2410,2440,2400,2420,71878
2020-01-01,2400,2430,2400,2420,29409
2020-01-02,2420,2450,2400,2430,53661
2020-01-03,2440,2460,2410,2430,82451
2020-01-06,2440,2480,2400,2440,17611
2020-01-07,2450,2460,2420,2440,12225
2020-01-08,2450,2470,2420,2440,41323
2020-01-09,2430,2460,2420,2440,57206
2020-01-10,2450,2460,2430,2440,15995
2020-01-13,2430,2460,2410,2440,27858
2020-01-14,2450,2470,2430,2450,45064
2020-01-15,2440,2470,2420,2450,114561
2020-01-16,2450,2460,2440,2450,27647
2020-01-17,2460,2490,2440,2460,28628
2020-01-20,2450,2490,2420,2460,12836
2020-01-21,2460,2480,2450,2460,30049
2020-01-22,2450,2490,2430,2470,42929
2020-01-23,2480,2510,2440,2470,21169
2020-01-24,2460,2490,2450,2480,18231
2020-01-27,2480,2490,2470,2480,34626
2020-01-28,2490,2500,2470,2480,100909
2020-01-29,2460,2490,2460,2480,66874
2020-01-30,2480,2520,2460,2490,70766
2020-01-31,2480,2500,2460,2480,12154
2020-02-03,2470,2490,2460,2480,25232
2020-02-04,2500,2510,2470,2480,10326
2020-02-05,2470,2480,2470,2480,47615
2020-02-06,2450,2510,2440,2490,28440
2020-02-07,2490,2500,2480,2490,15717
2020-02-10,2480,2500,2470,2490,50653
2020-02-11,2490,2500,2480,2490,57363
2020-02-12,2480,2500,2470,2490,27324
2020-02-13,2500,2540,2460,2490,13151
2020-02-14,2480,2520,2460,2490,32914
2020-02-17,2460,2500,2450,2490,35692
2020-02-18,2500,2520,2470,2490,102599
2020-02-19,2490,2530,2460,2490,104631
2020-02-20,2500,2520,2480,2490,199567
2020-02-21,2480,2500,2480,2490,20879
2020-02-24,2500,2520,2470,2490,17623
2020-02-25,2500,2530,2460,2490,61158
2020-02-26,2490,2520,2470,2490,43833
2020-02-27,2490,2510,2470,2490,31312
2020-02-28,2510,2520,2480,2490,133242
2020-03-02,2480,2510,2460,2490,9318
2020-03-03,2490,2490,2490,2490,89806
2020-03-04,2490,2510,2470,2490,18892
2020-03-05,2490,2530,2450,2490,22489
2020-03-06,2510,2530,2470,2490,11381
2020-03-09,2490,2510,2470,2490,8544
2020-03-10,2520,2530,2480,2490,23549
2020-03-11,2490,2510,2480,2490,46813
2020-03-12,2460,2510,2440,2490,33385
2020-03-13,2470,2510,2440,2480,19649
2020-03-16,2470,2500,2440,2480,19911
2020-03-17,2480,2500,2460,2480,162248
2020-03-18,2490,2520,2460,2480,43524
2020-03-19,2470,2490,2470,2480,35284
2020-03-20,2480,2490,2470,2480,17741
2020-03-23,2470,2510,2440,2480,113390
2020-03-24,2470,2500,2460,2480,20148
2020-03-25,2450,2490,2440,2470,45084
2020-03-26,2470,2510,2450,2480,23727
2020-03-27,2480,2500,2450,2470,63343
2020-03-30,2470,2490,2460,2470,13670
2020-03-31,2460,2490,2430,2460,136232
2020-04-01,2450,2470,2450,2460,13925
2020-04-02,2470,2500,2430,2460,17552
2020-04-03,2460,2480,2440,2450,6774
2020-04-06,2450,2460,2440,2450,53696
2020-04-07,2460,2490,2430,2450,23042
2020-04-08,2440,2460,2430,2450,64243
2020-04-09,2460,2470,2430,2440,24603
2020-04-10,2440,2460,2420,2440,8143
2020-04-13,2440,2470,2410,2440,107939
2020-04-14,2420,2460,2400,2430,7963
2020-04-15,2430,2470,2400,2430,33481
2020-04-16,2440,2470,2410,2430,17343
2020-04-17,2440,2460,2410,2420,103454
2020-04-20,2420,2440,2400,2420,30434
2020-04-21,2430,2450,2400,2420,87580
2020-04-22,2440,2460,2390,2410,3770
2020-04-23,2420,2450,2390,2410,125627
2020-04-24,2410,2440,2390,2410,23958
2020-04-27,2420,2420,2410,2410,5753
2020-04-28,2430,2450,2380,2410,83034
2020-04-29,2410,2430,2380,2400,97807
2020-04-30,2410,2410,2400,2400,54871
2020-05-01,2390,2420,2380,2400,190920
2020-05-04,2400,2430,2370,2400,18774
2020-05-05,2420,2450,2390,2400,77202
2020-05-06,2390,2420,2370,2400,71027
2020-05-07,2400,2410,2380,2390,20339
2020-05-08,2370,2410,2360,2390,25817
2020-05-11,2410,2420,2380,2390,50045
2020-05-12,2400,2440,2360,2390,24559
2020-05-13,2400,2410,2380,2390,56522
2020-05-14,2380,2410,2360,2380,30641
2020-05-15,2390,2420,2370,2390,15120
2020-05-18,2380,2380,2370,2380,4816
2020-05-19,2370,2400,2350,2380,20860
2020-05-20,2390,2420,2350,2380,23544
2020-05-21,2380,2400,2360,2380,35020
2020-05-22,2380,2410,2350,2380,27485
2020-05-25,2380,2420,2360,2390,31182
2020-05-26,2400,2420,2370,2390,13773
2020-05-27,2390,2410,2370,2390,59166
2020-05-28,2390,2410,2380,2390,195719
2020-05-29,2400,2420,2370,2390,16655
2020-06-01,2400,2420,2380,2390,92308
2020-06-02,2390,2420,2360,2390,150258
2020-06-03,2380,2410,2370,2400,14989
2020-06-04,2430,2430,2390,2400,240540
2020-06-05,2410,2440,2380,2400,88895
